cityName,address,name,minRateId
佛山市,广东省佛山市禅城区禅西大道东侧绿地未来城公交首末站,万马爱充绿地未来城公交站,12375
杭州市,浙江省杭州市西湖区象山路238号,万马爱充转塘亚朵站,16739
南京市,江宁区秦淮路11号，欧尚超市地面停车场(白天从秦淮路入口进入，夜间22:10后从挹淮街出口进出场),万马爱充江宁欧尚站,19357
广州市,广州市黄埔区光谱中路23号摩登大道负一楼,万马爱充摩登大道站,19288
西安市,陕西省西安市鄠邑区大庞路与393村道交叉口北150米,万马爱充商储沣西物流园站,10102
西安市,西安市雁塔区北池头二路与芙蓉东路交叉口东南150米（曲江悦仁大药房）,万马爱充曲江紫汀苑站,20720
泉州市,福建省泉州市台商投资区湖滨南路738号迅诚驾校,万马爱充迅诚驾校站,19375
南京市,南京市江宁区诚信大道519号，南京胜德车业有限公司地面停车场,万马爱充诚信大道站,19357
重庆市,重庆市巴南区龙洲湾公交枢纽站内,万马爱充龙洲湾公交枢纽站,20723
成都市,成都市武侯区武侯大道双楠皮革城,万马爱充双楠皮革城站,20771
重庆市,重庆市南岸区茶园公交换乘枢纽站内,万马爱充南岸茶园公交站,20723
杭州市,杭州市余杭区新城路126号对面（门岗领蓝牙卡后到地下车库）,万马爱充启业互联网小镇（cbc时代大观）站,16738
杭州市,浙江省杭州市余杭区龙泉路8-1,万马爱充天长通信站,16738
南京市,南京市秦淮区紫苜路，南京港华燃气旁地面停车场,万马爱充苜蓿园大街站,19357
杭州市,浙江省杭州市萧山区湖头陈工业区湖园三路8号,万马爱充成建钢管站,16739
广州市,广东省广州市黄埔区信华路,万马爱充信华冷库站,19280
武汉市,湖北省武汉市硚口区古田五路17号,万马爱充贝曼博济智汇园站,19364
南京市,南京市浦口区柳新路29号摩坊商业街地面停车场,万马爱充摩坊商业街站,19249
南京市,南京市六合区葛关路818号美利广场地下停车场B2层C区,万马爱充美利广场站,19249
广州市,广东省广州市花都区广州北站望亭路,万马爱充广州北站,19284
西安市,陕西省西安市大兴东路63号,万马爱充梨园宫剧院餐厅站,16124
苏州市,苏州市工业园区常胜路5号（进厂门后左拐）,万马爱充胜浦站,9900
成都市,成都市金牛区蓉都大道天回路570号附近,万马爱充成都军区总医院站,20771
上海市,上海市宝山区水产路761号停车场,万马爱充91150部队水产路站,9903
武汉市,湖北省武汉市汉阳区汉阳大道磨山新天地2区内,万马爱充磨山新天地站,19365
南京市,南京市栖霞区仙林新城灵山北路18号地下停车场B1层(信息产业园北门，农行旁地下车库入口),万马爱充兰德地理信息园站,19357
